"","OCCUPANCY_DATE","LOCATION_ADDRESS","LOCATION_POSTAL_CODE","LOCATION_CITY","LOCATION_PROVINCE","PROGRAM_MODEL","OVERNIGHT_SERVICE_TYPE","PROGRAM_AREA","CAPACITY_TYPE","SECTOR","SERVICE_USER_COUNT","CAPACITY_ACTUAL_BED","CAPACITY_FUNDING_BED","OCCUPIED_BEDS","CAPACITY_ACTUAL_ROOM","CAPACITY_FUNDING_ROOM","OCCUPIED_ROOMS","UNOCCUPIED_BEDS","UNAVAILABLE_BEDS","UNOCCUPIED_ROOMS","UNAVAILABLE_ROOMS","OCCUPANCY_RATE_BEDS","OCCUPANCY_RATE_ROOMS"
"1.287",2022-06-19,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",29,NA,NA,NA,41,49,30,NA,NA,11,8,NA,0.731707317073171
"4.81",2022-06-20,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",164,22,40,21,NA,NA,NA,1,18,NA,NA,0.954545454545455,NA
"1.132",2022-06-21,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",40,NA,NA,NA,26,37,26,NA,NA,0,11,NA,1
"4.274",2022-06-22,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",62,25,47,3,NA,NA,NA,22,22,NA,NA,0.12,NA
"3.207",2022-06-23,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",23,42,46,10,NA,NA,NA,32,4,NA,NA,0.238095238095238,NA
"3.184",2022-06-24,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",61,46,48,46,NA,NA,NA,0,2,NA,NA,1,NA
"1.94",2022-06-25,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",41,NA,NA,NA,41,43,11,NA,NA,30,2,NA,0.268292682926829
"1.38",2022-06-26,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",31,NA,NA,NA,38,38,14,NA,NA,24,0,NA,0.368421052631579
"3.206",2022-06-27,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",22,42,48,42,NA,NA,NA,0,6,NA,NA,1,NA
"1.9",2022-06-28,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",2,NA,NA,NA,47,48,44,NA,NA,3,1,NA,0.936170212765957
"2.43",2022-06-29,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",296,NA,NA,NA,24,26,13,NA,NA,11,2,NA,0.541666666666667
"2.96",2022-06-30,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",92,NA,NA,NA,8,25,3,NA,NA,5,17,NA,0.375
"1.255",2022-07-01,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",161,NA,NA,NA,26,33,26,NA,NA,0,7,NA,1
"4.115",2022-07-02,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",15,35,49,23,NA,NA,NA,12,14,NA,NA,0.657142857142857,NA
"1.205",2022-07-03,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",258,NA,NA,NA,33,47,28,NA,NA,5,14,NA,0.848484848484849
"3.98",2022-07-04,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",18,43,46,37,NA,NA,NA,6,3,NA,NA,0.86046511627907,NA
"5.2",2022-07-05,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",37,NA,NA,NA,45,46,4,NA,NA,41,1,NA,0.0888888888888889
"4.269",2022-07-06,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",72,38,44,17,NA,NA,NA,21,6,NA,NA,0.447368421052632,NA
"1.70",2022-07-07,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",113,NA,NA,NA,43,45,41,NA,NA,2,2,NA,0.953488372093023
"4.272",2022-07-08,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",86,12,39,4,NA,NA,NA,8,27,NA,NA,0.333333333333333,NA
"3.106",2022-07-09,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",49,49,50,35,NA,NA,NA,14,1,NA,NA,0.714285714285714,NA
"2.112",2022-07-10,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",85,NA,NA,NA,35,47,18,NA,NA,17,12,NA,0.514285714285714
"1.83",2022-07-11,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",35,NA,NA,NA,31,45,30,NA,NA,1,14,NA,0.967741935483871
"3.163",2022-07-12,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",66,40,50,2,NA,NA,NA,38,10,NA,NA,0.05,NA
"2.12",2022-07-13,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",205,NA,NA,NA,13,28,3,NA,NA,10,15,NA,0.230769230769231
"4.7",2022-07-14,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",244,47,49,47,NA,NA,NA,0,2,NA,NA,1,NA
"2.80",2022-07-15,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",29,NA,NA,NA,20,23,1,NA,NA,19,3,NA,0.05
"2.289",2022-07-16,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",72,NA,NA,NA,40,48,33,NA,NA,7,8,NA,0.825
"2.230",2022-07-17,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",27,NA,NA,NA,24,43,23,NA,NA,1,19,NA,0.958333333333333
"4.223",2022-07-18,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",261,18,37,8,NA,NA,NA,10,19,NA,NA,0.444444444444444,NA
"5.154",2022-07-19,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",41,NA,NA,NA,43,44,39,NA,NA,4,1,NA,0.906976744186046
"2.203",2022-07-20,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",238,NA,NA,NA,21,33,11,NA,NA,10,12,NA,0.523809523809524
"5.15",2022-07-21,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",216,NA,NA,NA,44,50,44,NA,NA,0,6,NA,1
"2.137",2022-07-22,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",134,NA,NA,NA,37,42,32,NA,NA,5,5,NA,0.864864864864865
"2.162",2022-07-23,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",76,NA,NA,NA,36,36,22,NA,NA,14,0,NA,0.611111111111111
"5.199",2022-07-24,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",226,NA,NA,NA,35,38,24,NA,NA,11,3,NA,0.685714285714286
"1.267",2022-07-25,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",217,NA,NA,NA,35,50,33,NA,NA,2,15,NA,0.942857142857143
"1.182",2022-07-26,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",48,NA,NA,NA,45,50,19,NA,NA,26,5,NA,0.422222222222222
"5.259",2022-07-27,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",115,NA,NA,NA,30,32,23,NA,NA,7,2,NA,0.766666666666667
"2.250",2022-07-28,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",85,NA,NA,NA,49,50,28,NA,NA,21,1,NA,0.571428571428571
"3.283",2022-07-29,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",25,12,36,12,NA,NA,NA,0,24,NA,NA,1,NA
"4.105",2022-07-30,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",48,40,42,5,NA,NA,NA,35,2,NA,NA,0.125,NA
"5.169",2022-07-31,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",70,NA,NA,NA,49,50,24,NA,NA,25,1,NA,0.489795918367347
"3.140",2022-08-01,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",56,49,50,37,NA,NA,NA,12,1,NA,NA,0.755102040816326,NA
"2.240",2022-08-02,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",13,NA,NA,NA,3,28,0,NA,NA,3,25,NA,0
"3.153",2022-08-03,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",20,33,35,31,NA,NA,NA,2,2,NA,NA,0.939393939393939,NA
"5.276",2022-08-04,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",39,NA,NA,NA,45,47,43,NA,NA,2,2,NA,0.955555555555556
"1.259",2022-08-05,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",97,NA,NA,NA,38,40,34,NA,NA,4,2,NA,0.894736842105263
"2.100",2022-08-06,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",15,NA,NA,NA,48,50,27,NA,NA,21,2,NA,0.5625
"3.248",2022-08-07,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",105,36,44,34,NA,NA,NA,2,8,NA,NA,0.944444444444444,NA
"2.139",2022-08-08,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",61,NA,NA,NA,2,19,0,NA,NA,2,17,NA,0
"3.191",2022-08-09,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",39,48,50,44,NA,NA,NA,4,2,NA,NA,0.916666666666667,NA
"2.212",2022-08-10,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",90,NA,NA,NA,48,48,47,NA,NA,1,0,NA,0.979166666666667
"1.118",2022-08-11,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",295,NA,NA,NA,44,44,37,NA,NA,7,0,NA,0.840909090909091
"1.98",2022-08-12,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",28,NA,NA,NA,35,47,33,NA,NA,2,12,NA,0.942857142857143
"4.136",2022-08-13,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",44,47,47,47,NA,NA,NA,0,0,NA,NA,1,NA
"5.190",2022-08-14,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",42,NA,NA,NA,47,48,43,NA,NA,4,1,NA,0.914893617021277
"5.273",2022-08-15,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",60,NA,NA,NA,47,48,21,NA,NA,26,1,NA,0.446808510638298
"3.89",2022-08-16,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",96,19,40,18,NA,NA,NA,1,21,NA,NA,0.947368421052632,NA
"3.298",2022-08-17,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",52,30,32,25,NA,NA,NA,5,2,NA,NA,0.833333333333333,NA
"2.246",2022-08-18,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",12,NA,NA,NA,41,48,18,NA,NA,23,7,NA,0.439024390243902
"5.152",2022-08-19,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",148,NA,NA,NA,36,42,33,NA,NA,3,6,NA,0.916666666666667
"5.178",2022-08-20,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",94,NA,NA,NA,49,50,39,NA,NA,10,1,NA,0.795918367346939
"5.130",2022-08-21,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",265,NA,NA,NA,39,42,24,NA,NA,15,3,NA,0.615384615384615
"4.159",2022-08-22,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",67,31,36,23,NA,NA,NA,8,5,NA,NA,0.741935483870968,NA
"1.138",2022-08-23,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",73,NA,NA,NA,23,43,18,NA,NA,5,20,NA,0.782608695652174
"5.11",2022-08-24,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",148,NA,NA,NA,16,34,13,NA,NA,3,18,NA,0.8125
"1.26",2022-08-25,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",273,NA,NA,NA,32,44,24,NA,NA,8,12,NA,0.75
"3.112",2022-08-26,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",11,47,48,41,NA,NA,NA,6,1,NA,NA,0.872340425531915,NA
"1.131",2022-08-27,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",99,NA,NA,NA,38,40,33,NA,NA,5,2,NA,0.868421052631579
"1.39",2022-08-28,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",44,NA,NA,NA,48,49,48,NA,NA,0,1,NA,1
"5.125",2022-08-29,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",59,NA,NA,NA,27,46,26,NA,NA,1,19,NA,0.962962962962963
"3.138",2022-08-30,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",74,45,49,22,NA,NA,NA,23,4,NA,NA,0.488888888888889,NA
"1.77",2022-08-31,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",250,NA,NA,NA,29,33,16,NA,NA,13,4,NA,0.551724137931034
"4.282",2022-09-01,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",12,36,42,35,NA,NA,NA,1,6,NA,NA,0.972222222222222,NA
"5.175",2022-09-02,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",159,NA,NA,NA,38,48,27,NA,NA,11,10,NA,0.710526315789474
"4.139",2022-09-03,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",265,48,48,48,NA,NA,NA,0,0,NA,NA,1,NA
"2.41",2022-09-04,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",276,NA,NA,NA,46,49,44,NA,NA,2,3,NA,0.956521739130435
"1.4",2022-09-05,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",91,NA,NA,NA,14,23,13,NA,NA,1,9,NA,0.928571428571429
"5.137",2022-09-06,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",25,NA,NA,NA,23,25,10,NA,NA,13,2,NA,0.434782608695652
"3.123",2022-09-07,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",2,37,50,36,NA,NA,NA,1,13,NA,NA,0.972972972972973,NA
"4.26",2022-09-08,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",95,45,45,44,NA,NA,NA,1,0,NA,NA,0.977777777777778,NA
"4.232",2022-09-09,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",164,46,47,35,NA,NA,NA,11,1,NA,NA,0.760869565217391,NA
"4.177",2022-09-10,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",78,25,45,22,NA,NA,NA,3,20,NA,NA,0.88,NA
"4.17",2022-09-11,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",92,42,43,8,NA,NA,NA,34,1,NA,NA,0.19047619047619,NA
"3.272",2022-09-12,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",209,45,47,23,NA,NA,NA,22,2,NA,NA,0.511111111111111,NA
"4.77",2022-09-13,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",53,15,36,14,NA,NA,NA,1,21,NA,NA,0.933333333333333,NA
"3.290",2022-09-14,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",78,39,50,10,NA,NA,NA,29,11,NA,NA,0.256410256410256,NA
"1.168",2022-09-15,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",85,NA,NA,NA,43,47,35,NA,NA,8,4,NA,0.813953488372093
"3.176",2022-09-16,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",50,48,50,42,NA,NA,NA,6,2,NA,NA,0.875,NA
"1.233",2022-09-17,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",52,NA,NA,NA,49,50,23,NA,NA,26,1,NA,0.469387755102041
"4.231",2022-09-18,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",135,25,41,8,NA,NA,NA,17,16,NA,NA,0.32,NA
"3.288",2022-09-19,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",249,46,48,38,NA,NA,NA,8,2,NA,NA,0.826086956521739,NA
"1.62",2022-09-20,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",197,NA,NA,NA,16,47,15,NA,NA,1,31,NA,0.9375
"5.69",2022-09-21,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",89,NA,NA,NA,35,50,21,NA,NA,14,15,NA,0.6
"1.212",2022-09-22,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",31,NA,NA,NA,39,43,30,NA,NA,9,4,NA,0.769230769230769
"2.278",2022-09-23,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",203,NA,NA,NA,44,49,41,NA,NA,3,5,NA,0.931818181818182
"5.101",2022-09-24,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",27,NA,NA,NA,44,47,21,NA,NA,23,3,NA,0.477272727272727
"5.45",2022-09-25,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",88,NA,NA,NA,40,50,4,NA,NA,36,10,NA,0.1
"3.203",2022-09-26,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",258,31,35,13,NA,NA,NA,18,4,NA,NA,0.419354838709677,NA
"1.148",2022-09-27,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",271,NA,NA,NA,47,50,22,NA,NA,25,3,NA,0.468085106382979
"5.196",2022-09-28,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",31,NA,NA,NA,46,47,36,NA,NA,10,1,NA,0.782608695652174
"4.207",2022-09-29,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",7,38,49,27,NA,NA,NA,11,11,NA,NA,0.710526315789474,NA
"3.96",2022-09-30,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",49,39,44,31,NA,NA,NA,8,5,NA,NA,0.794871794871795,NA
"4.24",2022-10-01,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",27,37,47,20,NA,NA,NA,17,10,NA,NA,0.540540540540541,NA
